id,name,type,frameType,desc,race,atk,def,level,attribute,archetype,Set Code,Set_Rarity,Set_Name,Set_Price
36996508,Dark Magician,Normal Monster,normal,''The ultimate wizard in terms of attack and defense.'',Spellcaster,2500.0,2100.0,7.0,DARK,Dark Magician,SS04-ENA01,(C),Speed Duel Starter Decks: Match of the Millennium,2
30492798,Djinn Disserere of Rituals,Effect Monster,effect,"When you Ritual Summon a monster, you can banish this card from your GY as 1 of the monsters required for the Ritual Summon. The monster Ritual Summoned using this card is unaffected by Trap effects.",Fiend,200.0,200.0,1.0,DARK,Djinn,SS04-ENB16,(C),Speed Duel Starter Decks: Match of the Millennium,1.23
4141820,Djinn Prognosticator of Rituals,Effect Monster,effect,"When you Ritual Summon a monster, you can banish this card from your GY as 1 of the monsters required for the Ritual Summon. If you Ritual Summon using this card, if that Ritual Summoned monster inflicts battle damage to your opponent, they discard 1 card.",Fiend,400.0,300.0,3.0,DARK,Djinn,SS04-ENB15,(C),Speed Duel Starter Decks: Match of the Millennium,1.14
60082869,Dust Tornado,Trap Card,trap,"Target 1 Spell/Trap your opponent controls; destroy that target, then you can Set 1 Spell/Trap from your hand.",Normal,,,,,,SS04-ENB26,(C),Speed Duel Starter Decks: Match of the Millennium,2
73872164,Eliminating the League,Trap Card,trap,"Discard 1 Spell, then target 1 face-up monster your opponent controls; destroy that target, then look at your opponent's hand and send all cards in their hand with the same name as that destroyed card to the GY.",Normal,,,,,,SS04-ENA30,(C),Speed Duel Starter Decks: Match of the Millennium,5.2
6178850,Fighting Spirit,Spell Card,spell,"The equipped monster gains 300 ATK for each monster your opponent controls. If it would be destroyed by battle, you can destroy this card instead.",Equip,,,,,,SS04-ENA24,(C),Speed Duel Starter Decks: Match of the Millennium,1.34
48206762,Fulfillment of the Contract,Spell Card,spell,"Activate this card by paying 800 LP, then target 1 Ritual Monster in your GY; Special Summon it and equip it with this card. When this card is destroyed, banish the equipped monster.",Equip,,,,,,SS04-ENB23,(C),Speed Duel Starter Decks: Match of the Millennium,1.15
66889139,Gaia the Dragon Champion,Fusion Monster,fusion,"""Gaia The Fierce Knight"" + ""Curse of Dragon""",Dragon,2600.0,2100.0,7.0,WIND,Gaia The Fierce Knight,SS04-ENA31,(C),Speed Duel Starter Decks: Match of the Millennium,1.39
6368038,Gaia The Fierce Knight,Normal Monster,normal,A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with.,Warrior,2300.0,2100.0,7.0,EARTH,Gaia The Fierce Knight,SS04-ENA02,(C),Speed Duel Starter Decks: Match of the Millennium,6.11
13039848,Giant Soldier of Stone,Normal Monster,normal,A giant warrior made of stone. A punch from this creature has earth-shaking results.,Rock,1300.0,2000.0,3.0,EARTH,,SS04-ENA08,(C),Speed Duel Starter Decks: Match of the Millennium,1.21
18658572,Goblin Circus,Spell Card,spell,"Once per turn, during your End Phase: Reveal the bottom card of your Deck, then place it on the top of the Deck or banish it face-down.",Continuous,,,,,,SS04-ENA26,(C),Speed Duel Starter Decks: Match of the Millennium,1.14
28546905,Illusionist Faceless Mage,Normal Monster,normal,Manipulates enemy attacks with the power of illusion.,Spellcaster,1200.0,2200.0,5.0,DARK,,SS04-ENB02,(C),Speed Duel Starter Decks: Match of the Millennium,1.27
15173384,Illusionist Faceless Magician,Effect Monster,effect,"If a face-up ""Eyes Restrict"" Fusion Monster(s) or ""Relinquished"" you control is destroyed by battle or card effect: You can Special Summon this card from the GY (if it was there when that monster was destroyed) or hand (even if not). If this card is sent from the field to the GY: You can target 1 ""Eyes Restrict"" Fusion Monster or ""Relinquished"" in your GY; Special Summon it. You can only use each effect of ""Illusionist Faceless Magician"" once per turn.",Spellcaster,1200.0,2200.0,5.0,DARK,Eyes Restrict,SS04-ENB13,(C),Speed Duel Starter Decks: Match of the Millennium,1.56
300204002,Knight of Legend,Skill Card,skill,"[Flip this card over when you activate this Skill.]

Activate this Skill during your Main Phase. Each turn, 1 ""Gaia The Fierce Knight"" you Normal Summon can be Summoned without Tributing. Apply the following Skills while you control a ""Gaia The Fierce Knight"" monster or a ""Gaia the Dragon Champion"" monster.
● If it attacks a Defense Position monster, inflict piercing battle damage. Once per turn, if it inflicts battle damage with this Skill, draw 2 cards, then discard 1 card.
● You cannot activate Set cards in the Spell & Trap Zone.",Yami Yugi,,,,,,SS04-ENS02,(C),Speed Duel Starter Decks: Match of the Millennium,1.28
40640057,Kuriboh,Effect Monster,effect,"During damage calculation, if your opponent's monster attacks (Quick Effect): You can discard this card; you take no battle damage from that battle.",Fiend,300.0,200.0,1.0,DARK,Kuriboh,SS04-ENA13,(C),Speed Duel Starter Decks: Match of the Millennium,1.36
77414722,Magic Jammer,Trap Card,trap,"When a Spell Card is activated: Discard 1 card; negate the activation, and if you do, destroy it.",Counter,,,,,,SS04-ENA29,(C),Speed Duel Starter Decks: Match of the Millennium,1.76
31560081,Magician of Faith,Flip Effect Monster,effect,FLIP: Target 1 Spell in your GY; add that target to your hand.,Spellcaster,300.0,400.0,1.0,LIGHT,,SS04-ENA14,(C),Speed Duel Starter Decks: Match of the Millennium,3.05
38369349,Manga Ryu-Ran,Toon Monster,effect,"(This card is always treated as a ""Toon"" card.)
Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",Dragon,2200.0,2600.0,7.0,FIRE,Toon,SS04-ENB05,(C),Speed Duel Starter Decks: Match of the Millennium,1.32
45141844,Old Vindictive Magician,Flip Effect Monster,effect,FLIP: Target 1 monster your opponent controls; destroy that target.,Spellcaster,450.0,600.0,2.0,DARK,,SS04-ENA12,(C),Speed Duel Starter Decks: Match of the Millennium,2.17
24094653,Polymerization,Spell Card,spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.",Normal,,,,,,SS04-ENA18,(C),Speed Duel Starter Decks: Match of the Millennium,1.83
65570596,Red Archery Girl,Normal Monster,normal,"A mermaid archer that hides in a protective shell, waiting for the right moment to strike.",Aqua,1400.0,1500.0,4.0,WATER,,SS04-ENB04,(C),Speed Duel Starter Decks: Match of the Millennium,1.26
64631466,Relinquished,Ritual Effect Monster,ritual,"You can Ritual Summon this card with ""Black Illusion Ritual"". Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card's ATK/DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead. While equipped with that monster, any battle damage you take from battles involving this card inflicts equal effect damage to your opponent.",Spellcaster,0.0,0.0,1.0,DARK,Eyes Restrict,SS04-ENB17,(C),Speed Duel Starter Decks: Match of the Millennium,1.7
300204001,Ritual of Black Mastery,Skill Card,skill,"[Flip this card over when you activate this Skill.]

Activate this Skill during your Main Phase, while you control ""Black Luster Soldier"" or ""Magician of Black Chaos"" that you Ritual Summoned this turn.
● While you control ""Black Luster Soldier"", it cannot be destroyed by your opponent's Skill, also once per turn, if your opponent activates a Trap Card, draw 1 card immediately after it resolves.
● While you control ""Magician of Black Chaos"", it cannot be destroyed by your opponent's Spell effects, also if your ""Magician of Black Chaos"" destroys a monster by battle, add 1 Spell from your GY to your hand.",Yami Yugi,,,,,,SS04-ENS01,(C),Speed Duel Starter Decks: Match of the Millennium,1.28
26533075,Security Orb,Trap Card,trap,When your opponent's monster declares an attack: Target that attacking monster; change that target's battle position. If this Set card is destroyed by your opponent's Spell/Trap effect and sent to the GY: Destroy 1 monster on the field.,Normal,,,,,,SS04-ENB28,(C),Speed Duel Starter Decks: Match of the Millennium,1.2
23401839,Senju of the Thousand Hands,Effect Monster,effect,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster from your Deck to your hand.,Fairy,1400.0,1000.0,4.0,LIGHT,,SS04-ENA11,(C),Speed Duel Starter Decks: Match of the Millennium,1.51
3819470,Seven Tools of the Bandit,Trap Card,trap,"When a Trap Card is activated: Pay 1000 LP; negate the activation, and if you do, destroy it.",Counter,,,,,,SS04-ENB25,(C),Speed Duel Starter Decks: Match of the Millennium,1.33
40575313,Shadow Specter,Normal Monster,normal,"Powerful in groups, this animal spirit can be found in the wastelands.",Zombie,500.0,200.0,1.0,DARK,,SS04-ENA09,(C),Speed Duel Starter Decks: Match of the Millennium,1.4
3244563,Shield Spear,Trap Card,trap,Target 1 face-up monster on the field; it gains 400 ATK/DEF until the end of this turn.,Normal,,,,,,SS04-ENB27,(C),Speed Duel Starter Decks: Match of the Millennium,1.19
90357090,Silver Fang,Normal Monster,normal,"A snow wolf that's beautiful to the eye, but absolutely vicious in battle.",Beast,1200.0,800.0,3.0,EARTH,,SS04-ENA07,(C),Speed Duel Starter Decks: Match of the Millennium,1.28
73729209,Skill Successor,Trap Card,trap,"Target 1 face-up monster you control; it gains 400 ATK until the end of this turn. During your turn, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 face-up monster you control; that target gains 800 ATK until the end of this turn.",Normal,,,,,,SS04-ENB29,(C),Speed Duel Starter Decks: Match of the Millennium,1.46
57617178,Sonic Bird,Effect Monster,effect,When this card is Normal or Flip Summoned: You can add 1 Ritual Spell from your Deck to your hand.,Winged Beast,1400.0,1000.0,4.0,WIND,,SS04-ENB14,(C),Speed Duel Starter Decks: Match of the Millennium,1.42
5758500,Soul Release,Spell Card,spell,Target up to 5 cards in any GY(s); banish them.,Normal,,,,,,SS04-ENA19,(C),Speed Duel Starter Decks: Match of the Millennium,2.03
93260132,Spell Shattering Arrow,Spell Card,spell,"Destroy as many face-up Spells your opponent controls as possible, and if you do, inflict 500 damage to your opponent for each.",Quick-Play,,,,,,SS04-ENA20,(C),Speed Duel Starter Decks: Match of the Millennium,1.79
18807108,Spellbinding Circle,Trap Card,trap,"Activate this card by targeting 1 monster your opponent controls; it cannot attack or change its battle position. When that monster is destroyed, destroy this card.",Continuous,,,,,,SS04-ENA28,(C),Speed Duel Starter Decks: Match of the Millennium,1.25
33245030,Sphere Kuriboh,Effect Monster,effect,"When an opponent's monster declares an attack: You can send this card from your hand to the GY; change the attacking monster to Defense Position. When you Ritual Summon, you can banish this card from your GY as 1 of the monsters required for the Ritual Summon.",Fiend,300.0,200.0,1.0,DARK,Kuriboh,SS04-ENA15,(C),Speed Duel Starter Decks: Match of the Millennium,3.49
49328340,Spiral Spear Strike,Spell Card,spell,"If ""Gaia The Fierce Knight"", ""Swift Gaia the Fierce Knight"", or ""Gaia the Dragon Champion"" you control attacks a Defense Position monster, inflict piercing battle damage to your opponent. If ""Gaia the Dragon Champion"" inflicts battle damage with this effect: Draw 2 cards, then discard 1 card.",Continuous,,,,,Gaia The Fierce Knight,SS04-ENA21,(C),Speed Duel Starter Decks: Match of the Millennium,3.32
79816536,Summoner's Art,Spell Card,spell,Add 1 Level 5 or higher Normal Monster from your Deck to your hand.,Normal,,,,,,SS04-ENA23,(C),Speed Duel Starter Decks: Match of the Millennium,3.53
27125110,Thousand-Eyes Idol,Normal Monster,normal,"A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the negative influences in an individual's soul.",Spellcaster,0.0,0.0,1.0,DARK,Eyes Restrict,SS04-ENB01,(C),Speed Duel Starter Decks: Match of the Millennium,2.63
63519819,Thousand-Eyes Restrict,Fusion Monster,fusion,"""Relinquished"" + ""Thousand-Eyes Idol""
Other monsters on the field cannot change their battle positions or attack. Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card's ATK/DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead.",Spellcaster,0.0,0.0,1.0,DARK,Eyes Restrict,SS04-ENB30,(C),Speed Duel Starter Decks: Match of the Millennium,3.97
300204003,Thousand-Eyes Spell,Skill Card,skill,"[Flip this card over when you activate this Skill.]

Activate this Skill during your Main Phase. Once per turn, you can discard 1 card and use 1 of the following Skills, but you cannot conduct your Battle Phase this turn.
● Ritual Summon 1 ""Relinquished"" from your hand by Tributing a monster from your hand or field whose Level is 1 or more, also flip this card over.
● Fusion Summon 1 ""Thousand-Eyes Restrict"" from your Extra Deck, using monsters from your hand or field as Fusion Material, also flip this card over.",Pegasus,,,,,,SS04-ENS03,(C),Speed Duel Starter Decks: Match of the Millennium,10.07
59383041,Toon Alligator,Normal Monster,normal,An alligator monster straight from the cartoons.,Reptile,800.0,1600.0,4.0,WATER,Alligator,SS04-ENB03,(C),Speed Duel Starter Decks: Match of the Millennium,1.24
28112535,Toon Barrel Dragon,Toon Monster,effect,"Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. Once per turn: You can target 1 card on the field; toss a coin 3 times and destroy it if at least 2 of the results are Heads.",Machine,2600.0,2200.0,7.0,DARK,Toon,SS04-ENB06,(C),Speed Duel Starter Decks: Match of the Millennium,1.45
61190918,Toon Buster Blader,Toon Monster,effect,"Cannot attack the turn it is Summoned. Gains 500 ATK for each Dragon monster your opponent controls or is in their GY. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly.",Warrior,2600.0,2300.0,7.0,EARTH,Toon,SS04-ENB07,(C),Speed Duel Starter Decks: Match of the Millennium,1.42
21296502,Toon Dark Magician,Toon Monster,effect,"Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. Once per turn: You can discard 1 ""Toon"" card, then activate 1 of these effects;
● Special Summon 1 Toon monster from your Deck, except ""Toon Dark Magician"", ignoring its Summoning conditions.
● Add 1 ""Toon"" Spell/Trap from your Deck to your hand.",Spellcaster,2500.0,2100.0,7.0,DARK,Toon,SS04-ENB08,(C),Speed Duel Starter Decks: Match of the Millennium,2.98
42386471,Toon Gemini Elf,Toon Monster,effect,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card inflicts battle damage to your opponent: Discard 1 random card from your opponent's hand.",Spellcaster,1900.0,900.0,4.0,EARTH,Toon,SS04-ENB12,(C),Speed Duel Starter Decks: Match of the Millennium,1.5
79447365,Toon Mask,Trap Card,trap,"If you control ""Toon World"": Target 1 face-up monster your opponent controls; Special Summon 1 Toon monster from your hand or Deck, whose Level is less than or equal to the Level/Rank of that monster, ignoring its Summoning conditions.",Normal,,,,,Toon,SS04-ENB24,(C),Speed Duel Starter Decks: Match of the Millennium,2.22
16392422,Toon Masked Sorcerer,Toon Monster,effect,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card inflicts battle damage to your opponent: Draw 1 card.",Spellcaster,900.0,1400.0,4.0,DARK,Toon,SS04-ENB11,(C),Speed Duel Starter Decks: Match of the Millennium,1.32
300204004,Toon Mayhem!,Skill Card,skill,"[At the start of the Duel, flip this card over.]

The first time each ""Toon World"" in your Spell & Trap Zone would be destroyed each turn, it is not destroyed.",Pegasus,,,,,,SS04-ENS04,(C),Speed Duel Starter Decks: Match of the Millennium,1.37
65458948,Toon Mermaid,Toon Monster,effect,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand), while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",Aqua,1400.0,1500.0,4.0,WATER,Toon,SS04-ENB10,(C),Speed Duel Starter Decks: Match of the Millennium,1.74
70560957,Toon Rollback,Spell Card,spell,Target 1 Toon monster you control; it can make a second attack during each Battle Phase this turn.,Normal,,,,,Toon,SS04-ENB21,(C),Speed Duel Starter Decks: Match of the Millennium,1.86
91842653,Toon Summoned Skull,Toon Monster,effect,"(This card is always treated as an ""Archfiend"" card.)
Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",Fiend,2500.0,1200.0,6.0,DARK,Toon,SS04-ENB09,(C),Speed Duel Starter Decks: Match of the Millennium,1.41
89997728,Toon Table of Contents,Spell Card,spell,"Add 1 ""Toon"" card from your Deck to your hand.",Normal,,,,,Toon,SS04-ENB20,(C),Speed Duel Starter Decks: Match of the Millennium,3.6
15259703,Toon World,Spell Card,spell,Activate this card by paying 1000 LP.,Continuous,,,,,Toon,SS04-ENB19,(C),Speed Duel Starter Decks: Match of the Millennium,1.37
45939841,Twister,Spell Card,spell,"Pay 500 LP, then target 1 face-up Spell/Trap on the field; destroy that target.",Quick-Play,,,,,,SS04-ENA22,(C),Speed Duel Starter Decks: Match of the Millennium,1.24
18756904,White Elephant's Gift,Spell Card,spell,Send 1 face-up non-Effect Monster you control to the GY; draw 2 cards.,Normal,,,,,,SS04-ENA25,(C),Speed Duel Starter Decks: Match of the Millennium,1.2
87796900,"Winged Dragon, Guardian of the Fortress #1",Normal Monster,normal,A dragon commonly found guarding mountain fortresses. Its signature attack is a sweeping dive from out of the blue.,Dragon,1400.0,1200.0,4.0,WIND,,SS04-ENA04,(C),Speed Duel Starter Decks: Match of the Millennium,1.09
