id,name,type,frameType,desc,atk,def,level,race,attribute,archetype,banlist_info,Set Code,Set_Rarity,Set_Name,Set_Price
2326738,Des Lacooda,Effect Monster,effect,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Draw 1 card.,500.0,600.0,3.0,Zombie,EARTH,,,SBCB-EN154,(C),Speed Duel: Battle City Box,1.26
73481154,Destroyer Golem,Normal Monster,normal,A golem with a massive right hand for crushing its victims.,1500.0,1000.0,4.0,Rock,EARTH,,,SBCB-EN028,(C),Speed Duel: Battle City Box,1.06
41940225,Destruction Swordsman Fusion,Spell Card,spell,"Fusion Summon 1 Fusion Monster that lists ""Buster Blader"" as Material from your Extra Deck, using monsters from your hand or either side of the field as Fusion Materials. If this card is in your Graveyard: You can send 1 card from your hand to the Graveyard; add this card to your hand. You can only use each effect of ""Destruction Swordsman Fusion"" once per turn.",,,,Quick-Play,,Destruction Sword,,SBCB-EN015,(C),Speed Duel: Battle City Box,1.43
300302004,Digging for Gold,Skill Card,skill,"Activate this Skill during your Main Phase. Once per Duel, you can banish 3 cards from your GY, then draw 1 card.",,,,David,,,,SBCB-ENS20,(C),Speed Duel: Battle City Box,1.11
36733451,Dimensional Alchemist,Effect Monster,effect,"Once per turn, you can activate this effect to remove from play the top card of your Deck and give this card 500 ATK until the End Phase. When this card is destroyed and sent from your side of the field to your Graveyard, you can select 1 of your removed from play monsters and return it to your hand.",1300.0,200.0,4.0,Fairy,LIGHT,,,SBCB-EN136,(C),Speed Duel: Battle City Box,1.21
99721536,Dokurorider,Ritual Monster,ritual,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Revival of Dokurorider"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",1900.0,1850.0,6.0,Zombie,DARK,,,SBCB-EN184,(C),Speed Duel: Battle City Box,1.22
43250041,Draining Shield,Trap Card,trap,"When an opponent's monster declares an attack: Target the attacking monster; negate that attack, and if you do, gain LP equal to that target's ATK.",,,,Normal,,,,SBCB-EN164,(C),Speed Duel: Battle City Box,1.51
55773067,Drop Off,Trap Card,trap,When your opponent draws for their normal draw in their Draw Phase: Your opponent discards 1 card they just drew.,,,,Normal,,,,SBCB-EN145,(C),Speed Duel: Battle City Box,1.19
14506878,DUCKER Mobile Cannon,Flip Effect Monster,effect,FLIP: Target 1 Level 4 monster in your Graveyard; add that target to your hand.,500.0,500.0,3.0,Machine,LIGHT,,,SBCB-EN068,(C),Speed Duel: Battle City Box,1.11
12493482,Dunames Dark Witch,Normal Monster,normal,"Even when all odds are against this brave fairy, she will press onwards in battle and never retreat.",1800.0,1050.0,4.0,Fairy,LIGHT,,,SBCB-EN168,(C),Speed Duel: Battle City Box,1.14
6390406,Emblem of Dragon Destroyer,Spell Card,spell,"Add 1 ""Buster Blader"" from your Deck or Graveyard to your hand.",,,,Normal,,,,SBCB-EN014,(C),Speed Duel: Battle City Box,1.33
28649820,Embodiment of Apophis,Trap Card,trap,During either player's Main Phase: Special Summon this card as a Normal Monster (Reptile-Type/EARTH/Level 4/ATK 1600/DEF 1800). (This card is also still a Trap Card.),,,,Continuous,,,,SBCB-EN195,(C),Speed Duel: Battle City Box,1.16
300302007,Endless Traps,Skill Card,skill,"If you have exactly 3 Traps in your GY, randomly add 1 Trap from your GY to your hand, randomly shuffle 1 Trap from your GY into your Deck, then randomly banish 1 Trap from your GY. This Skill can only be used once per Duel.",,,,Odion,,,,SBCB-ENS10,(C),Speed Duel: Battle City Box,1.12
76909279,Enraged Battle Ox,Effect Monster,effect,"If a Beast, Beast-Warrior, or Winged Beast-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.",1700.0,1000.0,4.0,Beast-Warrior,EARTH,,,SBCB-EN050,(C),Speed Duel: Battle City Box,1.22
74131780,Exiled Force,Effect Monster,effect,You can Tribute this card to target 1 monster on the field; destroy that target.,1000.0,1000.0,4.0,Warrior,EARTH,,{'ban_goat': 'Limited'},SBCB-EN151,(C),Speed Duel: Battle City Box,1.2
73507661,Fairy Wind,Trap Card,trap,"Destroy as many face-up Spell/Trap Cards on the field as possible (other than this card), and if you do, each player takes damage equal to the total number of cards destroyed by this effect x 300.",,,,Normal,,,,SBCB-EN018,(C),Speed Duel: Battle City Box,1.13
86170989,Falchion Beta,Effect Monster,effect,"If this card destroys an opponent's monster by battle: Activate 1 of these effects.
● Send 1 LIGHT Machine-Type monster with 1200 or less ATK from your Deck to your Graveyard.
● Target 1 LIGHT Machine-Type monster with 1200 or less ATK in your Graveyard; Special Summon that target.",1200.0,800.0,4.0,Machine,LIGHT,,,SBCB-EN070,(C),Speed Duel: Battle City Box,0
24874630,Fiend's Sanctuary,Spell Card,spell,"Special Summon 1 ""Metal Fiend Token"" (Fiend/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any battle damage you would have taken from battles involving it. Once per turn, during your Standby Phase, pay 1000 LP or destroy this Token.",,,,Normal,,,,SBCB-EN097,(C),Speed Duel: Battle City Box,1.12
52503575,Final Attack Orders,Trap Card,trap,All face-up monsters on the field are changed to Attack Position and their battle positions cannot be changed.,,,,Continuous,,,,SBCB-EN105,(C),Speed Duel: Battle City Box,1.1
57103969,Fire Formation - Tenki,Spell Card,spell,"When this card is activated: You can add 1 Level 4 or lower Beast-Warrior monster from your Deck to your hand. All Beast-Warrior monsters you control gain 100 ATK. You can only activate 1 ""Fire Formation - Tenki"" per turn.",,,,Continuous,,Fire Formation,{'ban_ocg': 'Semi-Limited'},SBCB-EN057,(C),Speed Duel: Battle City Box,2.01
81439173,Foolish Burial,Spell Card,spell,Send 1 monster from your Deck to the GY.,,,,Normal,,,"{'ban_tcg': 'Limited', 'ban_ocg': 'Limited'}",SBCB-EN139,(C),Speed Duel: Battle City Box,2.18
26931058,Formation Union,Trap Card,trap,"Select and activate 1 of the following effects:
● Equip 1 Union Monster on your side of the field to an appropriate monster on your side of the field as an Equip Spell Card.
● Unequip 1 of your equipped Union Monsters and Special Summon it to your side of the field in face-up Attack Position.",,,,Normal,,,,SBCB-EN079,(C),Speed Duel: Battle City Box,1.09
49681811,Freed the Matchless General,Effect Monster,effect,"Negate any Spell effects that target this card, and if you do, destroy that Spell Card. During your Draw Phase, instead of conducting your normal draw: You can add 1 Level 4 or lower Warrior-Type monster from your Deck to your hand. This card must be face-up on the field to activate and to resolve this effect.",2300.0,1700.0,5.0,Warrior,EARTH,,,SBCB-EN149,(C),Speed Duel: Battle City Box,1.12
46181000,Frontline Base,Spell Card,spell,Once per turn: You can Special Summon 1 Level 4 or lower Union monster from your hand.,,,,Continuous,,,,SBCB-EN075,(C),Speed Duel: Battle City Box,1.12
300302005,Fury of Thunder,Skill Card,skill,"Activate the following Skill(s).
● During your Main Phase, while you control ""Slifer the Sky Dragon"", draw until you have 4 cards in your hand.
● If ""Slifer the Sky Dragon"" is sent to the GY, you can shuffle it back into your Deck.
Each of these Skills can only be used once per Duel.",,,,Yami Yugi,,,,SBCB-ENS01,(C),Speed Duel: Battle City Box,1.11
300302001,Fusion Party!,Skill Card,skill,"Activate this Skill during your Main Phase. Once per Duel, you can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.",,,,Christine,,,,SBCB-ENS17,(C),Speed Duel: Battle City Box,1.22
22829942,Fusion Recycling Plant,Spell Card,spell,"Once per turn: You can discard 1 card; add 1 ""Polymerization"" from your Deck or GY to your hand. Once per turn, during the End Phase: You can target 1 monster in your GY that was used as a Fusion Material for a Fusion Summon this turn; add it to your hand.",,,,Field,,,,SBCB-EN016,(C),Speed Duel: Battle City Box,1.27
11549357,Gamma the Magnet Warrior,Normal Monster,normal,"Alpha, Beta, and Gamma meld as one to form a powerful monster.",1500.0,1800.0,4.0,Rock,EARTH,Magnet Warrior,,SBCB-EN025,(C),Speed Duel: Battle City Box,1.16
5818798,Gazelle the King of Mythical Beasts,Normal Monster,normal,"This monster moves so fast that it looks like an illusion to mortal eyes.


(This card is always treated as a ""Phantom Beast"" card.)",1500.0,1200.0,4.0,Beast,EARTH,,,SBCB-EN042,(C),Speed Duel: Battle City Box,0.98
13386503,Ghost Knight of Jackal,Effect Monster,effect,You can Special Summon an opponent's monster that is destroyed and sent to the Graveyard by this card as a result of battle to your side of the field in face-up Defense Position.,1700.0,1600.0,5.0,Beast-Warrior,EARTH,,,SBCB-EN051,(C),Speed Duel: Battle City Box,1.21
97017120,Giant Rat,Effect Monster,effect,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH monster with 1500 or less ATK from your Deck, in Attack Position.",1400.0,1450.0,4.0,Beast,EARTH,,,SBCB-EN047,(C),Speed Duel: Battle City Box,1.13
13039848,Giant Soldier of Stone,Normal Monster,normal,A giant warrior made of stone. A punch from this creature has earth-shaking results.,1300.0,2000.0,3.0,Rock,EARTH,,,SBCB-EN027,(C),Speed Duel: Battle City Box,1.01
13676474,Grand Tiki Elder,Normal Monster,normal,A masked monster that wields the most deadly of curses.,1500.0,800.0,4.0,Fiend,DARK,Mask,,SBCB-EN109,(C),Speed Duel: Battle City Box,1.2
60229110,Granmarg the Rock Monarch,Effect Monster,effect,If this card is Tribute Summoned: Target 1 Set card on the field; destroy that target.,2400.0,1000.0,6.0,Rock,EARTH,Monarch,,SBCB-EN030,(C),Speed Duel: Battle City Box,1.11
46668237,"Green Baboon, Defender of the Forest",Effect Monster,effect,If this card is in your hand or Graveyard when a face-up Beast-Type monster you control is destroyed and sent to the Graveyard (except during the Damage Step): You can pay 1000 Life Points; Special Summon this card.,2600.0,1800.0,7.0,Beast,EARTH,,,SBCB-EN053,(C),Speed Duel: Battle City Box,1.11
68007326,Guardian Angel Joan,Effect Monster,effect,When this card destroys a monster by battle and sends it to the Graveyard: Gain Life Points equal to the original ATK of that destroyed monster in the Graveyard.,2800.0,2000.0,7.0,Fairy,LIGHT,Fairy,,SBCB-EN134,(C),Speed Duel: Battle City Box,1.14
300302008,Guardians of the Tomb,Skill Card,skill,"During your opponent's Main Phase, when a monster is Special Summoned from your Spell & Trap Zone to your field while you have no cards in your hand, you can draw 1 card, and if you do, you can Set 1 Spell or Trap from your hand. This Skill can only be used once per turn.",,,,Odion,,,,SBCB-ENS06,(C),Speed Duel: Battle City Box,1.11
26412047,Hammer Shot,Spell Card,spell,"Destroy 1 face-up Attack Position monster with the highest ATK. (If it is a tie, you get to choose.)",,,,Normal,,,,SBCB-EN162,(C),Speed Duel: Battle City Box,1.18
5640330,Hannibal Necromancer,Effect Monster,effect,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). You can remove 1 Spell Counter from this card, then target 1 face-up Trap Card on the field; destroy that target.",1400.0,1800.0,4.0,Spellcaster,DARK,,,SBCB-EN170,(C),Speed Duel: Battle City Box,1.22
23265594,Heavy Mech Support Platform,Union Effect Monster,effect,"Once per turn, you can either: Target 1 Machine monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card gains 500 ATK/DEF, also if the equipped monster would be destroyed by battle or card effect, destroy this card instead.",500.0,500.0,3.0,Machine,DARK,,,SBCB-EN066,(C),Speed Duel: Battle City Box,1.08
52105192,Hidden Armory,Spell Card,spell,Send the top card of your Deck to the GY; add 1 Equip Spell from your Deck or GY to your hand. You cannot Normal Summon/Set the turn you activate this card.,,,,Normal,,,,SBCB-EN163,(C),Speed Duel: Battle City Box,1.14
300302009,Hieratic Chant,Skill Card,skill,"Activate this Skill during your Main Phase. Discard your entire hand (min. 1), add 1 ""The Winged Dragon of Ra"" from your Deck or GY to your hand, and if you do, you can Tribute Summon 1 monster during your Main Phase this turn, in addition to your Normal Summon/Set.",,,,Yami Marik,,,,SBCB-ENS03,(C),Speed Duel: Battle City Box,1.12
21350571,Horn of the Phantom Beast,Trap Card,trap,Target 1 Beast or Beast-Warrior monster you control; equip this card to that target. It gains 800 ATK. If the equipped monster destroys your opponent's monster by battle and sends it to the GY: Draw 1 card.,,,,Normal,,,,SBCB-EN061,(C),Speed Duel: Battle City Box,1
97922283,Howl of the Wild,Trap Card,trap,"When a monster you control destroys an opponent's monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent for each face-up Beast-Type monster you control.",,,,Continuous,,,,SBCB-EN060,(C),Speed Duel: Battle City Box,0.97
300302010,I'm Just Gonna Attack!,Skill Card,skill,"Apply the following Skill(s):
● During your Main Phase, you can make 1 monster you control gain 100 ATK until the end of this turn.
● During your Battle Phase, when your opponent activates a Trap Card, you can negate its effect and Set that card.
Each of these Skills can only be used once per turn.",,,,Joey Wheeler,,,,SBCB-ENS12,(C),Speed Duel: Battle City Box,1.33
25005816,Inspiration,Trap Card,trap,Target 1 face-up monster you control; it gains 700 ATK until the end of this turn.,,,,Normal,,,,SBCB-EN106,(C),Speed Duel: Battle City Box,1.01
300302011,It's Jinzo!,Skill Card,skill,"""Jinzo"" monsters you control are unaffected by your opponent's Skill Cards. Once per turn, during your Main Phase, if you control ""Jinzo"", you can look at 1 face-down card in your opponent's Spell & Trap Zones, and if it is a Trap, draw 1 card.",,,,Espa Roba,,,,SBCB-ENS04,(C),Speed Duel: Battle City Box,1.32
300302012,"It's No Monster, It's a God!",Skill Card,skill,"Activate this Skill during your Main Phase. Discard any number of cards (min. 1), then add 1 ""Obelisk the Tormentor"" from your Deck or GY to your hand. This Skill can only be used once per Duel.",,,,Seto Kaiba,,,,SBCB-ENS02,(C),Speed Duel: Battle City Box,1.12
44364207,Jade Knight,Effect Monster,effect,"While this card is in Attack Position, Machine-Type monsters you control with 1200 or less ATK cannot be destroyed by Trap effects. When this card is destroyed by battle and sent to the Graveyard: You can add 1 Level 4 LIGHT Machine-Type monster from your Deck to your hand.",1000.0,1800.0,4.0,Machine,LIGHT,,,SBCB-EN069,(C),Speed Duel: Battle City Box,1.09
